Kansas 	TexasTech
SouthernMethodist 	Kansas
SouthernMethodist 	NorthCarolinaState
SouthernMethodist 	Houston
SouthernMethodist 	Rice
SouthernMethodist 	FresnoState
Kent 	Purdue
Kent 	BowlingGreenState
Kent 	CentralMichigan
Kent 	WesternMichigan
Kent 	Buffalo
Kent 	Akron
Pittsburgh 	Kent
Pittsburgh 	BowlingGreenState
Pittsburgh 	PennState
Pittsburgh 	Syracuse
Pittsburgh 	BostonCollege
Pittsburgh 	VirginiaTech
Pittsburgh 	WestVirginia
Kentucky 	Florida
Louisville 	Kentucky
Louisville 	FloridaState
Louisville 	Connecticut
Louisville 	EastCarolina
Louisville 	Houston
LouisianaTech 	KansasState
LouisianaTech 	PennState
LouisianaTech 	Auburn
LouisianaTech 	CentralFlorida
LouisianaMonroe 	CentralFlorida
LouisianaMonroe 	LouisianaTech
Minnesota 	LouisianaMonroe
Minnesota 	Baylor
Minnesota 	Purdue
Minnesota 	PennState
Minnesota 	OhioState
Minnesota 	Northwestern
Minnesota 	Wisconsin
Minnesota 	Iowa
MiamiOhio 	EasternMichigan
MiamiOhio 	OhioState
MiamiOhio 	Kent
MiamiOhio 	Akron
MiamiOhio 	BallState
MiamiOhio 	BowlingGreenState
MiamiOhio 	Buffalo
Vanderbilt 	MiamiOhio
Vanderbilt 	Alabama
Vanderbilt 	Duke
Vanderbilt 	Auburn
Vanderbilt 	Florida
Vanderbilt 	Kentucky
MiddleTennesseeState 	Florida
MiddleTennesseeState 	LouisianaTech
MiddleTennesseeState 	LouisianaMonroe
MiddleTennesseeState 	Connecticut
Illinois 	MiddleTennesseeState
Illinois 	SanDiegoState
Illinois 	Michigan
Illinois 	Minnesota
Illinois 	Iowa
Illinois 	PennState
Illinois 	OhioState
Illinois 	Northwestern
MississippiState 	BrighamYoung
MississippiState 	Florida
MississippiState 	Auburn
MississippiState 	MiddleTennesseeState
MississippiState 	Kentucky
MississippiState 	Alabama
Memphis 	MississippiState
Memphis 	LouisianaMonroe
Memphis 	ArkansasState
Memphis 	EastCarolina
Memphis 	Houston
Nevada 	Wyoming
Nevada 	ColoradoState
Nevada 	FresnoState
Nevada 	SouthernMethodist
Nevada 	Rice
Oregon 	Nevada
Oregon 	Wisconsin
Oregon 	Idaho
Oregon 	UCLA
Oregon 	Washington
Oregon 	SouthernCalifornia
Oregon 	Arizona
Oregon 	ArizonaState
NewMexicoState 	NewMexico
NewMexicoState 	ArkansasState
NewMexicoState 	BoiseState
NewMexicoState 	Idaho
NewMexicoState 	NorthTexas
SouthCarolina 	NewMexicoState
SouthCarolina 	EasternMichigan
SouthCarolina 	MississippiState
SouthCarolina 	Alabama
SouthCarolina 	Kentucky
SouthCarolina 	Vanderbilt
SouthCarolina 	Florida
Ohio 	Minnesota
Ohio 	Akron
Ohio 	WesternMichigan
Ohio 	Buffalo
Ohio 	Kent
Ohio 	CentralMichigan
Ohio 	MiamiOhio
Ohio 	BowlingGreenState
IowaState 	Ohio
IowaState 	Iowa
IowaState 	Baylor
IowaState 	KansasState
IowaState 	Colorado
IowaState 	Kansas
SanJoseState 	SouthernCalifornia
SanJoseState 	Rice
SanJoseState 	SouthernMethodist
SanJoseState 	Nevada
SanJoseState 	FresnoState
Nebraska 	SanJoseState
Nebraska 	Iowa
Nebraska 	IowaState
Nebraska 	TexasTech
Nebraska 	Baylor
Nebraska 	Kansas
Nebraska 	KansasState
Nebraska 	Colorado
SouthernMississippi 	Alabama
SouthernMississippi 	Memphis
SouthernMississippi 	Houston
SouthernMississippi 	Louisville
SouthernMississippi 	EastCarolina
Tennessee 	SouthernMississippi
Tennessee 	Florida
Tennessee 	LouisianaMonroe
Tennessee 	Alabama
Tennessee 	SouthCarolina
Tennessee 	Memphis
Tennessee 	Kentucky
Tennessee 	Vanderbilt
Stanford 	SanJoseState
Stanford 	Arizona
Stanford 	SouthernCalifornia
Stanford 	Washington
Stanford 	UCLA
Stanford 	ArizonaState
WashingtonState 	Stanford
WashingtonState 	Utah
WashingtonState 	Idaho
WashingtonState 	BoiseState
WashingtonState 	Arizona
WashingtonState 	ArizonaState
WashingtonState 	Oregon
WashingtonState 	SouthernCalifornia
WashingtonState 	Washington
Temple 	BowlingGreenState
Temple 	EasternMichigan
Temple 	WestVirginia
Temple 	VirginiaTech
Temple 	BostonCollege
Temple 	Syracuse
Temple 	Pittsburgh
Navy 	Temple
Navy 	GeorgiaTech
Navy 	BostonCollege
TexasA&M 	Wyoming
TexasA&M 	TexasTech
TexasA&M 	Colorado
TexasA&M 	Baylor
TexasA&M 	IowaState
TexasA&M 	KansasState
NotreDame 	TexasA&M
NotreDame 	Nebraska
NotreDame 	Purdue
NotreDame 	Stanford
NotreDame 	Navy
NotreDame 	WestVirginia
NotreDame 	BostonCollege
NotreDame 	SouthernCalifornia
TexasElPaso 	SouthernMethodist
TexasElPaso 	TexasA&M
TexasElPaso 	NewMexicoState
TexasElPaso 	SanJoseState
TexasElPaso 	FresnoState
TexasElPaso 	Nevada
TexasElPaso 	Rice
Oklahoma 	TexasElPaso
Oklahoma 	ArkansasState
Oklahoma 	Rice
Oklahoma 	Kansas
Oklahoma 	KansasState
Oklahoma 	Nebraska
Oklahoma 	Baylor
Oklahoma 	TexasA&M
Oklahoma 	TexasTech
Toledo 	PennState
Toledo 	WesternMichigan
Toledo 	CentralMichigan
Toledo 	EasternMichigan
Toledo 	Navy
Toledo 	NorthernIllinois
Toledo 	BallState
Toledo 	BowlingGreenState
Tulane 	EastCarolina
Tulane 	SouthernMethodist
Tulane 	SouthernMississippi
Tulane 	Louisville
Tulane 	Houston
Tulane 	Navy
Tulane 	Memphis
Mississippi 	Tulane
Mississippi 	Auburn
Mississippi 	Vanderbilt
Mississippi 	Kentucky
Mississippi 	ArkansasState
Mississippi 	Alabama
Mississippi 	MississippiState
Tulsa 	Rice
Tulsa 	LouisianaTech
Tulsa 	TexasElPaso
Tulsa 	NewMexicoState
Tulsa 	FresnoState
Tulsa 	SouthernMethodist
Tulsa 	SanJoseState
Tulsa 	Nevada
NorthCarolina 	Tulsa
NorthCarolina 	FloridaState
NorthCarolina 	GeorgiaTech
NorthCarolina 	NorthCarolinaState
NorthCarolina 	Virginia
NorthCarolina 	Pittsburgh
NorthCarolina 	Duke
UtahState 	TexasTech
UtahState 	ArizonaState
UtahState 	Utah
UtahState 	BrighamYoung
UtahState 	NorthTexas
UtahState 	Idaho
UtahState 	ArkansasState
UtahState 	NewMexicoState
UtahState 	BoiseState
Army 	BostonCollege
Army 	Houston
Army 	Memphis
Army 	NewMexicoState
Army 	EastCarolina
Army 	Tulane
Army 	Louisville
Army 	Navy
Cincinnati 	Army
Cincinnati 	Syracuse
Cincinnati 	Wisconsin
Cincinnati 	Tulane
Cincinnati 	Houston
Cincinnati 	Louisville
Cincinnati 	MiamiOhio
Cincinnati 	Memphis
Cincinnati 	SouthernMississippi
AirForce 	BrighamYoung
AirForce 	Utah
AirForce 	Navy
AirForce 	Wyoming
AirForce 	NewMexico
AirForce 	NotreDame
AirForce 	Army
AirForce 	ColoradoState
AirForce 	SanDiegoState
Rutgers 	Buffalo
Rutgers 	VirginiaTech
Rutgers 	Pittsburgh
Rutgers 	Temple
Rutgers 	Navy
Rutgers 	BostonCollege
Rutgers 	WestVirginia
Rutgers 	NotreDame
Rutgers 	Syracuse
Georgia 	SouthCarolina
Georgia 	NewMexicoState
Georgia 	Tennessee
Georgia 	Vanderbilt
Georgia 	Kentucky
Georgia 	Florida
Georgia 	Auburn
Georgia 	Mississippi
Georgia 	GeorgiaTech
LouisianaState 	Houston
LouisianaState 	Auburn
LouisianaState 	Tennessee
LouisianaState 	Florida
LouisianaState 	Kentucky
LouisianaState 	MississippiState
LouisianaState 	Alabama
LouisianaState 	Mississippi
LouisianaLafayette 	TexasTech
LouisianaLafayette 	Tulane
LouisianaLafayette 	LouisianaTech
LouisianaLafayette 	NorthTexas
LouisianaLafayette 	LouisianaMonroe
LouisianaLafayette 	MiddleTennesseeState
Texas 	LouisianaLafayette
Texas 	Stanford
Texas 	Houston
Texas 	Oklahoma
Texas 	Colorado
Texas 	Baylor
Texas 	TexasTech
Texas 	Kansas
Texas 	TexasA&M
Marshall 	NorthCarolina
Marshall 	Buffalo
Marshall 	WesternMichigan
Marshall 	Toledo
Marshall 	Kent
Marshall 	Akron
Marshall 	BowlingGreenState
Marshall 	MiamiOhio
Marshall 	Ohio
MichiganState 	Marshall
MichiganState 	NotreDame
MichiganState 	Northwestern
MichiganState 	Iowa
MichiganState 	Wisconsin
MichiganState 	Michigan
MichiganState 	Illinois
MichiganState 	OhioState
MichiganState 	Purdue
MichiganState 	PennState
MiamiFlorida 	Washington
MiamiFlorida 	WestVirginia
MiamiFlorida 	Rutgers
MiamiFlorida 	FloridaState
MiamiFlorida 	Temple
MiamiFlorida 	LouisianaTech
MiamiFlorida 	VirginiaTech
MiamiFlorida 	Pittsburgh
MiamiFlorida 	Syracuse
MiamiFlorida 	BostonCollege
Missouri 	MichiganState
Missouri 	Nebraska
Missouri 	Kansas
Missouri 	Texas
Missouri 	IowaState
Missouri 	Colorado
Missouri 	Baylor
Missouri 	KansasState
Clemson 	Missouri
Clemson 	Virginia
Clemson 	Duke
Clemson 	NorthCarolinaState
Clemson 	NorthCarolina
Clemson 	GeorgiaTech
Clemson 	FloridaState
Clemson 	SouthCarolina
NevadaLasVegas 	IowaState
NevadaLasVegas 	NorthTexas
NevadaLasVegas 	BrighamYoung
NevadaLasVegas 	AirForce
NevadaLasVegas 	Nevada
NevadaLasVegas 	ColoradoState
NevadaLasVegas 	Wyoming
NevadaLasVegas 	Mississippi
NevadaLasVegas 	Utah
NevadaLasVegas 	NewMexico
NevadaLasVegas 	SanDiegoState
WakeForest 	NorthCarolina
WakeForest 	Clemson
WakeForest 	Virginia
WakeForest 	Vanderbilt
WakeForest 	GeorgiaTech
WakeForest 	Duke
WakeForest 	FloridaState
WakeForest 	Navy
WakeForest 	NorthCarolinaState
Indiana 	NorthCarolinaState
Indiana 	Kentucky
Indiana 	Cincinnati
Indiana 	Iowa
Indiana 	Northwestern
Indiana 	Michigan
Indiana 	Minnesota
Indiana 	PennState
Indiana 	Illinois
Indiana 	Wisconsin
Indiana 	Purdue
OklahomaState 	Tulsa
OklahomaState 	SouthernMississippi
OklahomaState 	Texas
OklahomaState 	Missouri
OklahomaState 	IowaState
OklahomaState 	Colorado
OklahomaState 	TexasA&M
OklahomaState 	TexasTech
OklahomaState 	Baylor
OklahomaState 	Oklahoma
OregonState 	NewMexico
OregonState 	SanDiegoState
OregonState 	SouthernCalifornia
OregonState 	Washington
OregonState 	Stanford
OregonState 	UCLA
OregonState 	WashingtonState
OregonState 	Arizona
OregonState 	Oregon
Maryland 	Temple
Maryland 	WestVirginia
Maryland 	MiddleTennesseeState
Maryland 	FloridaState
Maryland 	Virginia
Maryland 	Clemson
Maryland 	WakeForest
Maryland 	Duke
Maryland 	NorthCarolinaState
Maryland 	NorthCarolina
Maryland 	GeorgiaTech
TexasChristian 	Nevada
TexasChristian 	Northwestern
TexasChristian 	ArkansasState
TexasChristian 	Navy
TexasChristian 	Tulsa
TexasChristian 	Rice
TexasChristian 	SanJoseState
TexasChristian 	FresnoState
TexasChristian 	TexasElPaso
TexasChristian 	SouthernMethodist
California 	Utah
California 	Illinois
California 	FresnoState
California 	WashingtonState
California 	ArizonaState
California 	UCLA
California 	Washington
California 	SouthernCalifornia
California 	OregonState
California 	Oregon
California 	Stanford
AlabamaBirmingham 	Kansas
AlabamaBirmingham 	LouisianaState
AlabamaBirmingham 	LouisianaLafayette
AlabamaBirmingham 	Louisville
AlabamaBirmingham 	Memphis
AlabamaBirmingham 	MiddleTennesseeState
AlabamaBirmingham 	EastCarolina
AlabamaBirmingham 	Cincinnati
AlabamaBirmingham 	SouthernMississippi
AlabamaBirmingham 	Army
Arkansas 	BoiseState
Arkansas 	Alabama
Arkansas 	Georgia
Arkansas 	LouisianaMonroe
Arkansas 	SouthCarolina
Arkansas 	Auburn
Arkansas 	Mississippi
Arkansas 	Tennessee
Arkansas 	MississippiState
Arkansas 	LouisianaState
Hawaii 	TexasElPaso
Hawaii 	Tulsa
Hawaii 	TexasChristian
Hawaii 	SouthernMethodist
Hawaii 	Rice
Hawaii 	SanJoseState
Hawaii 	FresnoState
Hawaii 	Nevada
Hawaii 	LouisianaTech
Hawaii 	Wisconsin
Hawaii 	NevadaLasVegas
